A	2322	3
A	2326	4
B	2331	8
A	2332	5
A	2338	4
B	2340	10
C	2343	10
A	2344	1
A	2348	5
B	2349	10
A	2353	2
B	2358	10
A	2359	4
A	2363	5
B	2367	7
C	2367	12
A	2368	5
A	2373	1
A	2377	5
B	2377	10
A	2381	1
A	2385	1
B	2387	6
A	2389	5
C	2392	13
A	2395	4
B	2398	9
A	2401	5
A	2407	1
B	2407	9
A	2412	5
C	2416	11
A	2417	1
B	2418	9
A	2422	2
A	2427	5
B	2428	10
A	2432	4
A	2436	4
B	2439	7
A	2441	3
C	2442	10
A	2446	5
B	2450	10
A	2451	4
A	2457	1
B	2459	8
A	2462	4
A	2467	5
C	2468	11
B	2469	6
A	2472	1
A	2477	1
B	2479	6
A	2483	2
A	2489	3
B	2490	7
C	2493	11
A	2495	1
A	2501	1
B	2501	8
A	2506	5
A	2510	4
B	2511	10
A	2514	4
C	2517	9
A	2518	1
A	2522	5
B	2522	8
A	2526	4
A	2530	5
B	2533	9
A	2534	1
A	2538	2
A	2543	2
C	2543	11
B	2544	9
A	2548	3
A	2552	5
B	2555	7
A	2558	2
A	2562	3
A	2566	5
B	2566	6
C	2567	9
A	2572	1
B	2576	10
A	2577	4
A	2581	2
A	2585	3
B	2585	8
A	2590	2
C	2593	12
A	2594	4
B	2596	7
A	2598	3
A	2604	3
B	2606	9
A	2608	3
A	2613	1
A	2617	5
B	2617	10
C	2619	12
A	2622	2
A	2628	4
B	2628	7
A	2634	3
B	2637	7
A	2639	1
A	2645	4
C	2645	9
B	2646	10
A	2649	3
A	2654	5
B	2655	10
A	2660	4
A	2666	5
B	2666	9
C	2670	11
A	2672	3
A	2676	5
B	2677	7
A	2681	4
A	2685	2
B	2688	6
A	2690	4
C	2694	9
A	2695	2
B	2698	7
A	2700	4
A	2706	3
B	2707	8
A	2710	3
A	2716	1
B	2717	7
C	2718	10
A	2720	4
A	2726	3
B	2728	9
A	2730	1
A	2734	1
B	2737	10
A	2738	5
A	2743	4
C	2744	12
B	2746	8
A	2748	1
A	2753	1
B	2757	8
A	2759	3
A	2764	3
B	2768	10
C	2768	12
A	2770	3
A	2775	2
B	2777	9
A	2781	1
A	2785	1
B	2786	9
A	2790	5
C	2792	12
A	2795	1
B	2797	6
A	2800	3
A	2805	1
B	2806	9
A	2811	3
B	2815	9
A	2817	5
C	2818	10
A	2821	2
B	2824	6
A	2827	2
A	2833	5
B	2835	6
A	2838	4
A	2842	1
C	2842	10
B	2844	7
A	2847	1
A	2851	4
B	2854	9
A	2856	1
A	2862	5
B	2864	9
A	2866	3
C	2866	12
A	2871	5
A	2875	5
B	2875	10
A	2879	4
A	2883	4
B	2884	10
A	2889	1
C	2892	13
A	2893	2
B	2895	9
A	2898	4
A	2902	2
A	2906	5
B	2906	6
A	2911	5
B	2915	6
A	2916	1
C	2917	13
A	2922	5
B	2926	8
A	2928	4
A	2934	1
B	2937	8
A	2938	4
A	2942	1
C	2942	9
B	2946	7
A	2948	4
A	2954	5
B	2955	10
A	2958	2
A	2963	3
B	2964	9
A	2967	1
C	2967	9
A	2973	5
B	2973	9
A	2978	2
A	2982	5
B	2984	9
A	2987	1
A	2992	1
C	2993	9
B	2994	9
A	2997	1
A	3002	5
B	3004	8
A	3006	2
A	3010	5
A	3014	1
B	3015	7
C	3017	10
A	3018	4
A	3023	2
B	3026	7
A	3029	4
A	3034	2
B	3036	6
A	3038	2
A	3043	3
C	3043	9
B	3046	9
A	3047	5
A	3052	3
A	3056	2
B	3057	7
A	3060	5
A	3065	5
B	3067	8
C	3069	10
A	3070	1
A	3076	5
B	3077	7
A	3080	2
A	3085	3
B	3088	9
A	3090	5
A	3094	1
C	3095	13
A	3098	1
B	3099	7
A	3104	5
A	3108	3
B	3108	6
A	3114	5
B	3117	7
A	3118	3
C	3120	11
A	3122	3
A	3126	1
B	3128	10
A	3130	4
A	3136	5
B	3139	6
A	3142	2
C	3144	9
A	3148	4
B	3148	6
A	3154	2
B	3157	9
A	3158	1
A	3162	3
A	3167	3
B	3168	9
C	3170	11
A	3172	5
A	3176	2
B	3179	6
A	3181	3
A	3185	2
B	3189	8
A	3191	4
A	3195	3
C	3195	10
A	3200	2
B	3200	6
A	3205	2
B	3209	10
A	3210	2
A	3216	1
B	3220	10
A	3221	2
C	3221	11
A	3225	5
A	3229	5
B	3230	7
A	3235	4
A	3239	2
B	3241	9
A	3243	4
C	3247	13
A	3248	3
B	3251	10
A	3254	2
A	3260	3
B	3262	8
A	3265	3
A	3271	1
B	3271	10
C	3271	12
A	3276	1
A	3281	3
B	3282	8
A	3286	4
A	3291	1
B	3292	10
A	3295	2
C	3296	12
A	3300	5
B	3303	8
A	3306	5
A	3312	2
B	3312	7
A	3316	3
A	3321	4
B	3321	8
C	3322	11
A	3326	3
A	3332	1
B	3332	9
A	3337	3
B	3342	9
A	3343	3
C	3346	12
A	3347	3
A	3351	2
B	3352	7
A	3355	4
A	3361	4
B	3361	6
A	3366	1
A	3370	3
C	3370	12
B	3371	6
A	3374	1
A	3378	4
A	3382	3
B	3382	8
A	3388	4
B	3393	7
A	3394	4
C	3394	9
A	3399	1
A	3404	2
B	3404	8
A	3408	1
A	3414	4
B	3414	9
C	3418	9
A	3420	2
B	3423	8
A	3424	4
A	3430	1
B	3433	10
A	3434	2
A	3440	1
B	3443	6
A	3444	4
C	3444	13
A	3448	2
B	3452	9
A	3454	2
A	3460	4
B	3462	6
A	3465	1
C	3468	12
A	3471	1
B	3472	9
A	3477	2
A	3481	1
B	3481	10
A	3486	4
A	3490	3
B	3492	10
C	3492	12
A	3495	1
A	3500	1
B	3501	6
A	3505	5
A	3511	3
B	3511	9
C	3516	11
A	3517	4
A	3521	5
B	3522	9
A	3527	5
A	3533	3
B	3533	7
A	3538	3
C	3541	10
A	3543	4
B	3544	7
A	3547	3
A	3553	5
B	3553	7
A	3558	2
A	3562	1
B	3562	10
A	3566	4
C	3566	10
A	3571	2
B	3572	10
A	3575	4
A	3581	1
B	3583	9
A	3585	1
A	3591	5
C	3592	11
B	3593	8
A	3597	4
A	3602	5
B	3604	7
A	3607	3
A	3613	1
B	3613	8
C	3616	9
A	3619	4
B	3623	7
A	3624	4
A	3629	2
A	3633	5
B	3634	10
A	3638	3
C	3642	11
A	3643	5
B	3644	6
A	3648	1
A	3652	3
B	3653	9
A	3657	5
A	3663	5
B	3663	6
C	3666	13
A	3669	3
B	3672	8
A	3674	4
A	3678	3
B	3683	7
A	3684	2
A	3690	3
C	3690	10
A	3694	5
B	3694	9
A	3698	5
A	3702	5
B	3704	10
A	3706	3
A	3710	4
B	3713	8
A	3715	4
C	3716	10
A	3719	4
B	3722	10
A	3724	3
A	3728	5
B	3731	9
A	3732	2
A	3738	2
B	3741	10
C	3742	12
A	3743	1
A	3749	4
B	3750	7
A	3753	3
A	3757	2
B	3759	7
A	3762	4
A	3766	2
C	3768	12
B	3769	10
A	3771	1
A	3777	5
B	3780	10
A	3781	1
A	3785	3
B	3789	8
A	3791	5
C	3792	9
A	3796	3
B	3798	8
A	3802	1
A	3807	3
B	3809	7
A	3812	4
A	3816	1
C	3816	13
B	3818	10
A	3822	1
A	3826	2
B	3827	7
A	3830	4
A	3835	4
B	3837	7
A	3840	1
C	3841	10
A	3844	5
B	3846	9
A	3848	1
A	3854	2
B	3855	10
A	3858	5
A	3862	1
B	3864	8
A	3866	4
C	3866	9
A	3871	4
B	3875	7
A	3876	5
A	3881	1
B	3884	7
A	3886	4
A	3890	4
C	3891	11
B	3894	9
A	3896	2
A	3902	2
B	3905	9
A	3908	3
A	3913	2
B	3914	10
A	3917	2
C	3917	10
A	3922	3
B	3923	10
A	3927	4
A	3932	1
B	3933	10
A	3936	3
A	3940	3
C	3942	11
B	3944	10
A	3946	2
A	3951	2
B	3954	8
A	3956	1
A	3962	5
B	3965	6
A	3966	3
C	3966	12
A	3972	1
B	3974	6
A	3978	2
A	3984	4
B	3984	7
A	3988	1
C	3991	9
A	3992	3
B	3993	6
A	3996	1
A	4002	5
B	4004	8
A	4006	5
A	4010	1
B	4014	10
C	4015	9
A	4016	3
A	4021	3
B	4024	9
A	4026	3
A	4031	3
B	4035	8
A	4036	2
C	4040	13
A	4041	3
A	4045	5
B	4045	6
A	4049	4
A	4054	3
B	4056	10
A	4059	2
A	4064	5
B	4065	10
C	4065	12
A	4068	3
A	4072	2
B	4075	6
A	4078	4
A	4083	1
B	4084	7
A	4087	3
C	4089	10
A	4092	4
B	4093	10
A	4097	2
A	4101	1
B	4102	7
A	4106	2
A	4111	2
B	4112	8
C	4113	12
A	4116	2
B	4121	7
A	4122	1
A	4128	5
A	4132	1
B	4132	9
A	4136	5
C	4138	12
A	4140	4
B	4141	6
A	4146	4
A	4151	1
B	4152	7
A	4157	4
B	4161	9
C	4162	11
A	4163	3
A	4168	1
B	4170	7
A	4172	4
A	4176	2
A	4181	5
B	4181	8
A	4187	4
C	4188	10
A	4192	4
B	4192	6
A	4197	1
B	4201	9
A	4203	5
A	4209	4
B	4211	7
C	4212	13
A	4215	3
B	4220	6
A	4221	1
A	4226	1
B	4231	9
A	4232	5
A	4236	3
C	4238	13
A	4240	2
B	4240	8
A	4244	1
A	4248	1
B	4251	6
A	4254	3
A	4260	1
B	4261	7
C	4263	12
A	4266	2
A	4271	4
B	4272	7
A	4276	4
A	4281	2
B	4282	8
A	4285	2
C	4288	13
A	4289	3
B	4292	6
A	4293	5
A	4298	4
A	4303	5
B	4303	7
A	4309	4
C	4313	11
B	4314	9
A	4315	1
A	4319	5
A	4323	2
B	4324	6
A	4329	3
B	4333	6
A	4335	1
C	4338	11
A	4340	1
B	4343	10
A	4346	5
A	4350	1
B	4353	8
A	4355	4
A	4360	1
B	4362	10
A	4364	1
C	4364	11
A	4370	3
B	4371	6
A	4376	5
B	4380	8
A	4382	3
A	4387	3
C	4389	13
A	4391	2
B	4391	10
A	4395	2
A	4401	4
B	4401	9
A	4406	3
A	4410	5
B	4410	9
C	4415	10
A	4416	2
B	4420	8
A	4421	3
A	4425	1
A	4431	3
B	4431	8
A	4437	4
C	4441	11
B	4442	9
A	4443	5
A	4447	2
A	4452	5
B	4453	7
A	4457	2
A	4461	3
B	4463	7
A	4465	3
C	4467	11
A	4471	1
B	4472	10
A	4476	5
A	4480	1
B	4481	6
A	4485	2
A	4490	2
B	4491	10
C	4492	12
A	4494	2
A	4500	4
B	4501	7
A	4504	1
A	4508	4
A	4512	4
B	4512	6
C	4516	13
A	4517	2
A	4521	5
B	4522	6
A	4526	1
A	4531	4
B	4532	9
A	4536	4
A	4541	4
C	4542	13
B	4543	10
A	4545	1
A	4551	5
B	4554	7
A	4556	1
A	4560	2
B	4564	7
A	4566	1
C	4568	12
A	4570	4
B	4574	8
A	4576	2
A	4581	3
B	4583	8
A	4585	1
A	4590	3
B	4592	8
C	4594	12
A	4595	3
A	4601	2
B	4602	7
A	4605	3
A	4611	1
B	4613	9
A	4615	2
C	4618	9
A	4620	4
B	4623	6
A	4624	2
A	4630	4
B	4632	8
A	4636	1
A	4641	3
B	4641	6
C	4642	11
A	4645	3
A	4651	2
B	4652	6
A	4656	4
A	4661	4
B	4662	8
A	4666	2
C	4666	11
A	4671	5
B	4673	6
A	4676	2
A	4681	3
B	4682	7
A	4687	3
C	4690	11
A	4691	3
B	4693	9
A	4697	4
A	4703	4
B	4704	6
A	4709	5
A	4714	1
C	4714	11
B	4715	6
A	4720	5
A	4725	1
B	4726	10
A	4731	1
A	4736	5
B	4737	8
C	4739	13
A	4742	2
A	4747	2
B	4748	10
A	4752	4
A	4756	5
B	4758	7
A	4760	3
C	4763	13
A	4764	4
B	4769	8
A	4770	5
A	4774	5
B	4778	9
A	4779	5
A	4783	5
A	4789	1
B	4789	8
C	4789	11
A	4795	3
A	4800	3
B	4800	7
A	4806	2
B	4810	9
A	4812	1
C	4814	10
A	4818	1
B	4819	10
A	4824	1
A	4828	1
B	4829	7
A	4833	1
A	4839	5
C	4839	10
B	4840	9
A	4843	4
A	4849	2
B	4851	9
A	4855	1
A	4859	2
B	4861	10
C	4863	9
A	4865	4
A	4871	5
B	4872	10
A	4875	1
A	4881	1
B	4881	6
A	4885	1
C	4889	10
A	4891	3
B	4891	7
A	4897	5
A	4902	3
B	4902	9
A	4908	1
B	4911	7
A	4913	4
C	4914	10
A	4917	5
B	4921	7
A	4922	4
A	4927	5
A	4932	4
B	4932	8
A	4938	5
C	4940	11
B	4943	10
A	4944	3
A	4949	3
B	4953	7
A	4954	4
A	4958	4
B	4963	9
A	4964	1
C	4966	12
A	4968	1
A	4973	1
B	4974	10
A	4978	3
A	4982	2
B	4983	7
A	4988	1
A	4992	4
C	4992	13
B	4993	10
A	4996	3
A	5000	5
B	5003	6
A	5004	3
A	5010	4
B	5012	9
A	5014	1
C	5016	12
A	5019	5
B	5022	10
A	5024	4
A	5029	4
B	5031	7
A	5034	2
A	5040	4
C	5040	13
B	5042	9
A	5046	5
A	5050	2
B	5053	8
A	5055	1
A	5060	2
B	5062	8
C	5065	9
A	5066	5
B	5071	9
A	5072	4
A	5077	3
B	5080	10
A	5082	1
A	5087	4
B	5091	10
C	5091	13
A	5092	5
A	5096	3
A	5100	1
B	5101	7
A	5106	2
A	5110	2
B	5112	8
A	5114	1
C	5115	12
A	5120	5
B	5122	8
A	5124	3
A	5128	5
A	5132	4
B	5133	6
A	5136	2
C	5139	10
A	5142	4
B	5143	8
A	5148	4
B	5152	9
A	5153	3
A	5157	2
A	5161	1
B	5161	6
C	5163	9
A	5166	2
A	5170	3
B	5172	7
A	5174	1
A	5179	3
B	5181	9
A	5184	5
A	5189	1
C	5189	11
B	5192	7
A	5194	2
A	5198	5
A	5202	5
B	5202	7
A	5208	2
B	5211	10
A	5212	3
C	5214	11
A	5218	5
B	5221	8
A	5223	4
A	5229	2
B	5230	9
A	5234	1
A	5240	5
C	5240	12
B	5241	10
A	5244	5
A	5250	4
B	5250	6
A	5256	5
B	5259	10
A	5261	2
C	5265	13
A	5267	2
B	5269	6
A	5273	4
A	5277	2
B	5278	7
A	5281	4
A	5287	4
B	5288	7
A	5291	5
C	5291	10
A	5297	5
B	5299	9
A	5303	3
A	5307	2
B	5309	10
A	5312	2
A	5316	3
C	5317	10
B	5319	9
A	5322	1
A	5327	1
B	5328	8
A	5332	1
B	5337	10
A	5338	1
C	5343	9
A	5344	3
B	5348	7
A	5349	5
A	5355	5
B	5357	6
A	5361	3
A	5367	2
B	5367	6
C	5367	9
A	5372	4
A	5376	2
B	5378	9
A	5380	3
A	5385	3
B	5387	8
A	5390	3
C	5393	11
A	5395	3
B	5397	9
A	5400	3
A	5404	4
B	5406	9
A	5408	4
A	5412	2
B	5415	9
A	5417	2
C	5419	9
A	5423	3
B	5426	8
A	5429	1
A	5435	3
B	5435	6
A	5441	1
B	5445	10
C	5445	11
A	5447	2
A	5452	5
A	5456	4
B	5456	9
A	5461	1
B	5465	8
A	5466	5
C	5469	10
A	5472	2
B	5474	10
A	5477	4
A	5483	3
B	5485	6
A	5488	1
C	5493	12
A	5494	4
B	5494	9
A	5498	3
A	5503	4
B	5503	8
A	5509	4
B	5513	8
A	5514	4
A	5518	2
C	5519	13
A	5522	1
B	5523	6
A	5528	2
B	5533	6
A	5534	3
A	5538	4
B	5542	8
C	5543	10
A	5544	3
A	5549	1
B	5551	7
A	5553	4
A	5557	1
B	5560	10
A	5561	4
A	5566	3
C	5569	12
A	5570	5
B	5571	8
A	5575	4
A	5580	3
B	5580	10
A	5585	3
A	5591	1
B	5591	6
C	5593	11
A	5595	4
A	5599	1
B	5602	7
A	5603	1
A	5607	5
A	5611	4
B	5612	6
A	5616	5
C	5617	9
A	5620	5
B	5623	8
A	5625	5
A	5629	1
A	5633	5
B	5633	8
A	5639	4
B	5642	10
C	5642	11
A	5645	4
A	5650	4
B	5651	10
A	5656	2
A	5660	2
B	5660	6
A	5665	4
C	5666	9
A	5670	4
B	5671	10
A	5675	5
A	5679	4
B	5682	6
A	5685	4
A	5689	5
C	5690	11
B	5692	8
A	5694	3
A	5699	2
B	5701	6
A	5703	2
A	5709	3
B	5711	8
A	5714	2
C	5715	12
A	5720	1
B	5721	7
A	5726	4
B	5731	6
A	5732	5
A	5736	3
C	5739	11
A	5740	3
B	5740	8
A	5746	3
A	5751	1
B	5751	10
A	5757	4
B	5761	7
A	5763	2
C	5764	10
A	5768	3
B	5772	8
A	5773	3
A	5777	3
A	5782	1
B	5783	7
A	5786	3
C	5789	9
A	5792	2
B	5794	9
A	5798	1
A	5804	2
B	5805	8
A	5808	3
A	5812	3
B	5814	6
C	5815	9
A	5817	3
A	5822	4
B	5824	8
A	5828	1
A	5832	3
B	5833	6
A	5836	2
A	5840	4
C	5841	11
B	5844	9
A	5845	4
A	5850	4
B	5853	10
A	5855	5
A	5859	3
A	5864	2
B	5864	10
C	5866	10
A	5869	3
B	5873	8
A	5875	3
A	5881	4
B	5884	6
A	5886	3
A	5891	4
C	5891	12
B	5893	7
A	5896	4
A	5900	5
B	5903	9
A	5906	2
A	5912	1
B	5914	7
C	5915	11
A	5918	1
A	5923	3
B	5923	7
A	5928	1
A	5933	2
B	5933	10
A	5938	2
C	5941	9
A	5942	2
B	5942	10
A	5946	5
A	5950	5
B	5952	10
A	5956	1
A	5962	2
B	5962	9
C	5966	12
A	5967	1
A	5972	4
B	5972	9
A	5976	3
A	5981	1
B	5981	10
A	5987	1
C	5990	10
B	5991	10
A	5993	5
A	5998	4
B	6000	10
A	6002	2
A	6006	4
B	6011	7
A	6012	4
C	6015	13
A	6018	1
B	6021	9
A	6024	2
